type,title,release_year,rating,duration,listed_in,description,show_id,director,cast,country,date_added
Movie,The Chronicles of Narnia: Prince Caspian,2008,PG,154 min,"Action-Adventure, Family, Fantasy",The Pevensie siblings return to lead the Narnians on a remarkable journey.,s1268,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Ben Barnes, Peter Dinklage","United States, Poland, Slovenia, Czech Republic, United Kingdom","Tuesday, November 12, 2019"
Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,147 min,"Action-Adventure, Family, Fantasy",Four siblings enter a magical land and help its inhabitants defeat a witch.,s1269,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy","United Kingdom, United States","Tuesday, November 12, 2019"
Movie,The Color of Friendship,2000,TV-G,83 min,"Biographical, Drama",Two girls from different backgrounds learn the true color of friendship.,s1270,Kevin Hooks,"Carl Lumbly, Penny Johnson, Shadia Simmons, Anthony Burnett, Travis Davis, Lindsey Haun","Canada, United States","Tuesday, November 12, 2019"
Movie,The Great Muppet Caper,1981,G,98 min,"Comedy, Crime, Family",Kermit and the gang investigate when Miss Piggy is framed for burglary.,s1283,Jim Henson,"Jim Henson, Frank Oz, Dave Goelz, Jerry Nelson, Richard Hunt, Charles Grodin","United Kingdom, United States","Tuesday, November 12, 2019"
Movie,The Greatest Game Ever Played,2005,PG,122 min,"Biographical, Sports","The story of Francis Ouimet, the first amateur to win the U.S. Open.",s1284,Bill Paxton,"Shia LaBeouf, Stephen Dillane, Peter Firth, Elias Koteas, Stephen Marcus, Josh Flitter","United States, Canada","Tuesday, November 12, 2019"
Movie,The Hunchback of Notre Dame,1996,G,96 min,"Action-Adventure, Animation, Family",Quasi leaves his tower in Notre Dame to help a kind and beautiful gypsy.,s1287,"Gary Trousdale, Kirk Wise","Tom Hulce, Demi Moore, Tony Jay, Kevin Kline, Paul Kandel, Jason Alexander","United States, France","Tuesday, November 12, 2019"
Movie,The Incredible Journey,1963,G,80 min,"Action-Adventure, Animals & Nature, Family",Two dogs and a cat traverse the Canadian frontier to find their way home.,s1290,Fletcher Markle,"Émile Genest, John Drainie, Tommy Tweed, Sandra Scott, Syme Jago, Marion Finlayson","Canada, United States","Tuesday, November 12, 2019"
Movie,The Jungle Book 2,2003,G,77 min,"Action-Adventure, Animation, Kids",Mowgli must decide whether to live in the village or return to the jungle.,s1293,Steve Trenbirth,"John Goodman, Haley Osment, Mae Whitman, Connor Funk, Bob Joles, Tony Jay","United States, Australia","Tuesday, November 12, 2019"
Movie,The Lion King 1 1/2,2004,G,80 min,"Action-Adventure, Animation, Comedy",Timon and Pumbaa reveal how they helped Simba save the Serengeti.,s1296,Bradley Raymond,"Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick, Robert Guillaume","Australia, United States","Tuesday, November 12, 2019"
Movie,The Lion King 2: Simba's Pride,1998,G,84 min,"Action-Adventure, Animation, Family",Simba's strong-willed daughter befriends the heir to Scar's pride.,s1297,Darrell Rooney,"Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume, James Jones, Moira Kelly","United States, Australia","Tuesday, November 12, 2019"
Movie,The Little Mermaid II:  Return to the Sea,2000,G,77 min,"Animation, Drama, Fantasy",Return To The Sea with The Little Mermaid’s daughter.,s1299,Jim Kammerud,"Jodi Benson, Samuel Wright, Tara Charendoff, Pat Carroll, Buddy Hackett, Kenneth Mars","United States, Canada, Australia, Taiwan","Tuesday, November 12, 2019"
Movie,The Lost Tomb of Alexander the Great,2019,TV-PG,44 min,"Documentary, Historical",An archaeologist on the hunt for Alexander the Great’s lost tomb makes an extraordinary discovery.,s1304,Duncan Singh,Matt McFetridge,United Kingdom,"Tuesday, November 12, 2019"
Movie,The Muppet Christmas Carol,1992,G,87 min,"Comedy, Drama, Family",The Muppets present their own touching rendition of Charles Dickens' classic tale.,s1309,Brian Henson,"Michael Caine, Steve Whitmire, Frank Oz, Dave Goelz, Jerry Nelson, David Rudman","United States, United Kingdom","Tuesday, November 12, 2019"
Movie,The Muppet Movie,1979,G,95 min,"Action-Adventure, Comedy, Family","On his way to Hollywood, Kermit dodges a villain eager to serve him up as fried frog-legs.",s1310,James Frawley,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz, Charles Durning","United Kingdom, United States","Tuesday, November 12, 2019"
Movie,The Parent Trap,1998,PG,129 min,"Comedy, Family, Romance",Identical twins scheme to switch places and reunite their divorced parents.,s1316,Nancy Meyers,"Dennis Quaid, Natasha Richardson, Lisa Walter, Elaine Hendrix, Simon Kunz, Ronnie Stevens","United States, United Kingdom","Tuesday, November 12, 2019"
Movie,The Prince and the Pauper,1962,G,94 min,"Action-Adventure, Coming of Age, Family","After meeting his lookalike, a prince trades places with a pauper. See details for advisory.",s1321,Don Chaffey,"Guy Williams, Laurence Naismith, Donald Houston, Sean Scully, Niall MacGinnis, Geoffrey Keen",United Kingdom,"Tuesday, November 12, 2019"
Movie,The Princess Diaries,2001,G,116 min,"Comedy, Coming of Age, Family",A teenager discovers that she is the princess of a small European country.,s1323,Garry Marshall,"Anne Hathaway, Heather Matarazzo, Hector Elizondo, Mandy Moore, Caroline Goodall, Robert Schwartzman","United States, United Kingdom","Tuesday, November 12, 2019"
Movie,The Santa Clause,1994,PG,98 min,"Comedy, Family, Fantasy",A bizarre twist of fate transforms a divorced dad into the new Santa.,s1331,John Pasquin,"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz, Larry Brandenburg","United States, Canada","Tuesday, November 12, 2019"
Movie,The Santa Clause 2,2002,G,106 min,"Comedy, Family, Fantasy",Scott Calvin must get married by Christmas Eve or lose his title as Santa.,s1332,Michael Lembeck,"Tim Allen, Judge Reinhold, Wendy Crewson, Elizabeth Mitchell, David Krumholtz, Eric Lloyd","United States, Canada","Tuesday, November 12, 2019"
Movie,The Santa Clause 3: The Escape Clause,2006,G,94 min,"Comedy, Family, Fantasy",The holidays take a chaotic turn when Jack Frost puts a freeze on Christmas.,s1333,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd","United States, Canada","Tuesday, November 12, 2019"
Movie,The Secret of the Magic Gourd,2009,G,84 min,Fantasy,A boy's world is turned upside down when he hooks a wish-granting gourd.,s1335,"??? , ???","??? , ??? , ??? , ??? , ?? , ???","China, Hong Kong, United States","Tuesday, November 12, 2019"
Movie,The Story of Robin Hood And His Merrie Men,1952,PG,84 min,"Action-Adventure, Family",Prince John conspires to gain power when King Richard leaves England.,s1341,Ken Annakin,"Richard Todd, Joan Rice, Peter Finch, James Hayter, Martita Hunt, James Justice",United Kingdom,"Tuesday, November 12, 2019"
Movie,The Three Musketeers,1993,PG,106 min,"Action-Adventure, Comedy, Family",Three loyal swordsmen and an eager recruit unite to protect the King.,s1349,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay","Austria, United Kingdom, United States","Tuesday, November 12, 2019"
Movie,The Tigger Movie,2000,G,81 min,"Action-Adventure, Animation, Kids",Tigger goes looking through the Hundred Acre Wood to find his family.,s1350,Jun Falkenstein,"Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka","United States, Japan","Tuesday, November 12, 2019"
Movie,The Ultimate Christmas Present,2000,TV-G,81 min,"Comedy, Coming of Age, Fantasy",Allie and Sam lose control of Santa's weather machine.,s1354,Greg Beeman,"Hallee Hirsh, Spencer Breslin, Hallie Todd, Brenda Song, John Salley, Susan Ruttan","Canada, United States","Tuesday, November 12, 2019"
Movie,The Wild,2006,G,86 min,"Action-Adventure, Animation, Comedy","A band of animals escape from the zoo, into the wilds of New York City.",s1356,Steve Williams,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind","Canada, United States","Tuesday, November 12, 2019"
Movie,Three Men and a Baby,1987,PG,103 min,"Buddy, Comedy","Handsome men trade wine, women and song for crib, pacifier and diaper.",s1365,Leonard Nimoy,"Tom Selleck, Steve Guttenberg, Ted Danson, Margaret Colin, Celeste Holm, Nancy Travis","United States, France","Tuesday, November 12, 2019"
Movie,Trail of the Panda,2009,G,89 min,"Action-Adventure, Animals & Nature, Family",A mute orphan boy rescues a lost panda cub in the mountains of China.,s1384,Zhong Yu,"Zhong Yu, Zhang Qi, Daichi Harashima, Li Feng, Chang Liu, Ke Qi",China,"Tuesday, November 12, 2019"
Movie,Treasure Island,1950,PG,96 min,"Action-Adventure, Family",The classic tale of a young boy's search for buried treasure.,s1386,Byron Haskin,"Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald, Denis O'Dea, Finlay Currie","United Kingdom, United States","Tuesday, November 12, 2019"
Movie,Tru Confessions,2002,TV-G,83 min,"Coming of Age, Drama",A chance to star in a TV show reveals the value of family for Trudy Walker.,s1391,Paul Hoen,"Shia LaBeouf, Clara Bryant, William McGuire, Nicole Dicker, Kevin Duhaney, Yani Gellman","United States, Canada","Tuesday, November 12, 2019"
Movie,"Up, Up and Away",2000,TV-G,78 min,"Comedy, Coming of Age, Fantasy",The teenage son in a superhero family anxiously awaits his super powers.,s1399,Robert Townsend,"Robert Townsend, Michael Pagan, Alex Datcher, Sherman Hemsley, Kevin Connolly, Olivia Burnette","Canada, United States","Tuesday, November 12, 2019"
Movie,Valiant,2005,G,76 min,"Action-Adventure, Animation, Comedy","When the world needs a hero, a little pigeon steps up.",s1400,Gary Chapman,"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent, Hugh Laurie, John Cleese","United Kingdom, United States","Tuesday, November 12, 2019"
Movie,You Wish!,2003,TV-G,88 min,"Coming of Age, Drama, Fantasy",Alex uses a magical coin to wish he didn't have a younger brother.,s1422,Paul Hoen,"A.J. Trauth, Spencer Breslin, Lalaine , Sally Stockwell, Peter Feeney, Tim Reid","New Zealand, United States","Tuesday, November 12, 2019"
Movie,Zapped,2014,TV-G,95 min,"Comedy, Coming of Age, Science Fiction",Zoey discovers a magical app that can control the boys in her life.,s1425,Peter DeLuise,"Zendaya , Chanelle Peloso, Spencer Boldman, Emilia McCarthy, Adam DiMarco, William Ainscough","Canada, United States","Tuesday, November 12, 2019"
Movie,Zenon: The Zequel,2001,TV-G,89 min,"Comedy, Science Fiction",Zenon sneaks down to Earth to try to save her space station.,s1427,Manny Coto,"Kirsten Storms, Lauren Maltby, Phillip Rhys, Holly Fulger, Stuart Pankin, Robert Curtis Brown","United States, New Zealand","Tuesday, November 12, 2019"
TV Show,Disney Fancy Nancy,2018,TV-PG,3 Seasons,"Animation, Kids",Nancy makes every day extraordinary!,s18,,"Mia Jenness, Alyson Hannigan, Rob Riggle, Spencer Moss, Dana Heath","United States, Canada","Friday, November 12, 2021"
TV Show,Disney Amphibia,2018,TV-Y7,3 Seasons,"Animation, Comedy, Family",Anne Boonchuy is transported to the world of Amphibia.,s52,,"Justin Felbinger, Amanda Leighton, Bill Farmer, Brenda Song","United States, South Korea","Wednesday, November 3, 2021"
TV Show,PJ Masks,2015,TV-Y7,5 Seasons,"Action-Adventure, Animation, Kids",Look out Night Time Baddies the PJ Masks are coming!,s59,,"Kyle Breitkopf, Jacob Ursomarzo, Addison Holley","France, United Kingdom","Wednesday, October 20, 2021"
TV Show,Drain the Oceans,2017,TV-PG,4 Seasons,"Docuseries, Historical",Pull the plug on the ocean to reveal hidden secrets using groundbreaking technology.,s76,,Russell Boulter,"United Kingdom, Australia","Wednesday, October 6, 2021"
TV Show,Disney Vampirina,2017,TV-Y7,3 Seasons,"Animation, Fantasy, Kids",Vampirina is the new girl in town!,s86,,"Isabella Crovetti, Lauren Graham, James Van Der Beek, Jordan Davis, Wanda Sykes, Mitchell Whitfield","Ireland, United States","Wednesday, September 29, 2021"
TV Show,Rolie Polie Olie,1998,TV-Y,5 Seasons,"Animation, Science Fiction",Rolie Polie Olie’s life and adventures center on his Robo-family.,s90,,"Cole Caplan, Kristen Bone, Robert Smith, Catherine Disher, Adrian Truss, Len Carlson","Canada, United States, France","Wednesday, September 29, 2021"
TV Show,Miraculous: Tales Of Ladybug & Cat Noir,2015,TV-Y7,1 Season,"Action-Adventure, Animation, Fantasy",Superheroes Ladybug and Cat Noir protect the city.,s108,,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen","France, South Korea, Japan, United States","Wednesday, September 15, 2021"
TV Show,Gigantosaurus,2018,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",Four dinos explore the mystery of the Gigantosaurus!,s127,,"Dylan Schombing, Áine Sunderland, Nahanni Mitchell, Nicholas Holmes",France,"Wednesday, August 25, 2021"
TV Show,Disney The Owl House,2020,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anime",Luz stumbles upon a portal to a magical new world.,s160,,"Sarah-Nicole Robles, Wendie Malick, Alex Hirsch, Tati Gabrielle, Issac Brown, Mae Whitman","United States, United Kingdom","Wednesday, July 21, 2021"
TV Show,Dino Ranch,2021,TV-Y,1 Season,"Animation, Kids, Western","Join the Cassidy family on their ""prewestoric"" farm!",s192,,"Tyler Nathan, Jacob Mazeral, Ava Ro, Scott Gorman, Athena Karkanis",Canada,"Friday, June 18, 2021"
TV Show,Puppy Dog Pals,2016,TV-G,4 Seasons,"Animation, Kids",Two puppies are on a mission for fun and adventure!,s197,,"Harland Williams, Isaac Brown, Jessica DiCicco, Sam Lavagnino, Leslie Baker, Tara Strong","United States, India","Friday, June 11, 2021"
TV Show,MUPPET BABIES,2017,TV-Y,3 Seasons,"Animation, Kids",The Muppet Babies are here to make dreams come true!,s204,,"Matt Danner, Melanie Harrison, Ben Diskin, Eric Bauza, Dee Baker, Jessica DiCicco","South Korea, United States, China, Japan","Friday, June 4, 2021"
TV Show,Bluey,2019,TV-Y,2 Seasons,"Animation, Kids","Bluey is a six year-old Blue Heeler dog, who turns everyday family life into adventures.",s209,,"Dave Mccormack, Melanie Zanetti, Brad Elliot, Hsiao-Ling Tang","Australia, United Kingdom","Friday, May 28, 2021"
TV Show,Big City Greens,2017,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",The Green family moves from the country to Big City.,s218,,"Chris Houghton, Marieve Herington, Bob Joles, Artemis Pebdani","United States, South Korea","Friday, May 21, 2021"
TV Show,Ice Road Rescue,2015,TV-14,5 Seasons,"Docuseries, Reality, Survival",Ice Road Rescue follows Norwegian towing teams who rescue trucks and trailers on icy mountain roads.,s220,,"David Wartnaby, Bjørn Lægreid, Thord Paulsen",United Kingdom,"Friday, May 21, 2021"
TV Show,Special Agent Oso,2009,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",Special Agent Oso is an adorable stuffed bear and an agent-in-training!,s225,,"Sean Astin, Meghan Strange, Gary Anthony Williams, Amber Hood, Cam Clarke, Phill Lewis","United States, United Kingdom, South Korea","Friday, May 14, 2021"
TV Show,Wander Over Yonder,2013,TV-Y7,2 Seasons,Comedy,Best friends travel through the cosmos.,s229,,"Jack McBrayer, April Winchell, Keith Ferguson, Tom Kenny","United States, Canada, Ireland","Friday, May 7, 2021"
TV Show,Higglytown Heroes,2004,TV-Y,2 Seasons,"Animation, Kids, Musical","You're invited to meet the heroes all around you, since everyone's a hero in their own way!",s260,,"Frankie Ryan Manriquez, Taylor Masamitsu, Liliana Mumy, Rory Thost, Edie McClurg","United States, South Korea","Friday, April 2, 2021"
TV Show,Car SOS,2012,TV-PG,8 Seasons,"Buddy, Comedy, Docuseries","Decaying classic cars are revived by two experts for unsuspecting, grateful owners.",s286,,,United Kingdom,"Friday, February 26, 2021"
TV Show,The Muppet Show,1976,TV-PG,5 Seasons,"Comedy, Family, Variety",It's time to raise the curtain on The Muppet Show!,s300,,"Jim Henson, Frank Oz, Dave Goelz, Richard Hunt, Eren Ozker, John Lovelady","United States, United Kingdom","Friday, February 19, 2021"
TV Show,Once Upon a Time in Wonderland,2013,TV-PG,1 Season,"Action-Adventure, Fantasy, Soap Opera / Melodrama",Alice tells a tale of a strange new land.,s355,,"Sophie Lowe, Michael Socha, Peter Gadiot, Emma Rigby, Naveen Andrews, John Lithgow","Canada, United States","Friday, November 27, 2020"
TV Show,Bia,2019,TV-G,1 Season,"Coming of Age, Drama, Music","Bia is filled with passion, after the loss of her sister she will rediscover music and find love.",s358,,"Isabela Souza, Giulia Guerrini, Julio Peña, Guido Messina, Andrea de Alba, Agustina Palma",Argentina,"Friday, November 20, 2020"
