type,title,release_year,rating,duration,listed_in,description,show_id,director,cast,country,date_added
Movie,Life is Ruff,2005,TV-G,85 min,"Animals & Nature, Comedy, Coming of Age",A teenager enters an adopted mutt into a dog show to try to win $5000.,s1017,Charles Haid,"Kyle Massey, Kay Panabaker, Mitchel Musso, Carter Jenkins, Mark Lawrence, Judith Moreland",United States,"Tuesday, November 12, 2019"
Movie,Luck of the Irish,2001,TV-G,86 min,"Comedy, Coming of Age, Fantasy","When his lucky charm is stolen, Kyle learns that he is part leprechaun.",s1027,Paul Hoen,"Paul Kiernan, Timothy Omundson, Ryan Merriman, Glenndon Chatman, Henry Gibson, Marita Geraghty",United States,"Tuesday, November 12, 2019"
Movie,Mickey's Once Upon a Christmas,1999,TV-G,67 min,"Animation, Anthology, Comedy",Join Mickey and his pals for tales of their most memorable Christmases.,s1077,"Bradley Raymond, Jun Falkenstein, Bill Speers","Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo, Diane Michelle, Tress MacNeille",United States,"Tuesday, November 12, 2019"
Movie,Mike's New Car,2002,TV-G,5 min,"Animation, Buddy, Comedy",Mike and Sulley try to take Mike's new car for a ride.,s1082,"Pete Docter, Roger Gould","Billy Crystal, John Goodman",United States,"Tuesday, November 12, 2019"
Movie,Minutemen,2008,TV-G,91 min,"Action-Adventure, Comedy, Science Fiction",Three teen outcasts invent a time machine to save their social lives.,s1083,Lev Spiro,"Jason Dolley, Luke Benward, Nicholas Braun, Chelsea Staub, Steven McQueen, Kara Crane",United States,"Tuesday, November 12, 2019"
Movie,Miracle in Lane 2,2000,TV-G,90 min,"Biographical, Drama, Sports",A physically challenged boy strives to compete in a national soapbox derby.,s1086,Greg Beeman,"Frankie Muniz, Rick Rossovich, Molly Hagan, Patrick Levis, Roger Brown, Tuc Watkins",United States,"Tuesday, November 12, 2019"
Movie,Motocrossed,2001,TV-G,92 min,"Drama, Sports",Andi takes her brother's spot in a motocross race after he injures his leg.,s1093,Steve Boyum,"Alana Austin, Riley Smith, Mary-Margaret Humes, Trever O'Brien, Timothy Carhart, Scott Terra",United States,"Tuesday, November 12, 2019"
Movie,Now You See It,2005,TV-G,89 min,"Coming of Age, Fantasy",An aspiring TV producer searches for the world's greatest kid magician.,s1107,Duwayne Dunham,"Alyson Michalka, Johnny Pacar, Frank Langella, Brendan Hill, Chris Olivero, Gabriel Sunday",United States,"Tuesday, November 12, 2019"
Movie,Pixel Perfect,2004,TV-G,90 min,"Comedy, Coming of Age, Music",A techno whiz must protect his hologram from falling into the wrong hands.,s1136,Mark Dippé,"Ricky Ullman, Leah Pipes, Spencer Redford, Chris Williams, Tania Gunadi, Porscha Coleman",United States,"Tuesday, November 12, 2019"
Movie,Pooh's Grand Adventure: The Search for Christopher Robin,1997,TV-G,78 min,"Action-Adventure, Animation, Kids",Pooh and his pals set off on an adventure to find their best friend.,s1145,Karl Geurs,"Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka, Peter Cullen, Brady Bluhm",United States,"Tuesday, November 12, 2019"
Movie,Princess Protection Program,2009,TV-G,90 min,"Buddy, Comedy, Coming of Age",Royalty and roughing it collide when a princess moves in with a tomboy.,s1148,Allison Liddi-Brown,"Demi Lovato, Selena Gomez, Nicholas Braun, Molly Hagan, Johnny Rodriguez, Jamie Chung",United States,"Tuesday, November 12, 2019"
Movie,Read It and Weep,2006,TV-G,85 min,"Comedy, Coming of Age, Drama",Jamie's journal accidentally becomes a best-selling book.,s1154,Paul Hoen,"Kay Panabaker, Jason Dolley, Robin Riker, Tom Virtue, Alexandra Krosney, Danielle Panabaker",United States,"Tuesday, November 12, 2019"
Movie,Red's Dream,1987,TV-G,4 min,"Animation, Drama, Family","Red, a unicycle, dreams that he steals the show.",s1159,John Lasseter,,United States,"Tuesday, November 12, 2019"
Movie,Right on Track,2003,TV-G,88 min,"Buddy, Family, Sports",Two sisters fight for their place in male-dominated junior drag racing.,s1166,Duwayne Dunham,"Beverley Mitchell, Brie Larson, Marcus Toji, Jodi Russell, Jon Lindstrom, Ruby O'Neil",United States,"Tuesday, November 12, 2019"
Movie,"Sammy, The Way-Out Seal",1962,TV-G,43 min,"Animals & Nature, Comedy, Family",Two young brothers adopt an injured seal…without telling their parents. See details for advisory.,s1176,Norman Tokar,"Jack Carson, Robert Culp, Patricia Barry, Elisabeth Fraser, Michael McGreevey, Billy Mummy",United States,"Tuesday, November 12, 2019"
Movie,Santa's Workshop,1932,TV-G,7 min,"Animation, Family, Fantasy",Santa and his elves make toys to deliver on Christmas Eve See details for advisory.,s1179,Wilfred Jackson,,United States,"Tuesday, November 12, 2019"
Movie,Sharpay's Fabulous Adventure,2011,TV-G,92 min,"Comedy, Coming of Age, Music",Aspiring diva Sharpay leaves suburbia and hits Broadway…and hits it hard.,s1190,Michael Lembeck,"Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Perry, Alec Mapa, Jack Plotnick",United States,"Tuesday, November 12, 2019"
Movie,Smart House,1999,TV-G,82 min,"Comedy, Coming of Age, Drama",A computerized Smart House becomes an overly possessive virtual mother.,s1198,LeVar Burton,"Ryan Merriman, Kevin Kilner, Jessica Steen, Katie Volding, Katey Sagal, Emilio Borelli",United States,"Tuesday, November 12, 2019"
Movie,Starstruck,2010,TV-G,81 min,"Comedy, Coming of Age, Music",Pop star Christopher Wilde must choose to follow his heart or embrace fame.,s1220,Michael Grossman,"Sterling Knight, Danielle Campbell, Maggie Castle, Brandon Smith, Chelsea Staub, Beth Littleford",United States,"Tuesday, November 12, 2019"
Movie,Stepsister from Planet Weird,2000,TV-G,86 min,"Comedy, Family, Science Fiction",A human and an alien team up to stop their parents from getting married.,s1222,Steve Boyum,"Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje, Vanessa Chester, Myles Jeffrey",United States,"Tuesday, November 12, 2019"
Movie,Stuck in the Suburbs,2004,TV-G,79 min,"Comedy, Coming of Age, Music",A bored suburban teen accidentally switches phones with a pop star.,s1225,Savage Holland,"Danielle Panabaker, Brenda Song, Amanda Shaw, CiCi Hedgepeth, Jennie Garland, Ryan Belleville",United States,"Tuesday, November 12, 2019"
Movie,Teen Beach 2,2015,TV-G,106 min,"Fantasy, Musical",Mack and Brady get a real-world visit from their retro movie compadres.,s1235,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",United States,"Tuesday, November 12, 2019"
Movie,Teen Beach Movie,2013,TV-G,97 min,"Coming of Age, Fantasy, Musical",McKenzie and her boyfriend Brady catch a wave into a retro coastal musical.,s1236,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",United States,"Tuesday, November 12, 2019"
Movie,The Adventures of André & Wally B.,1984,TV-G,2 min,"Animation, Kids",Andre awakens from a nap and is greeted by a pesky bee.,s1241,Alvy Smith,,United States,"Tuesday, November 12, 2019"
Movie,The Brave Little Toaster Goes to Mars,1998,TV-G,73 min,"Action-Adventure, Animation, Kids",Toaster and his friends head for Mars to bring the master's baby home.,s1262,Robert Ramirez,"Deanna Oliver, Tim Stack, Roger Kabler, Thurl Ravenscroft, Eric Lloyd, Farrah Fawcett",United States,"Tuesday, November 12, 2019"
Movie,The Cheetah Girls 2,2006,TV-G,98 min,"Coming of Age, Drama, Music",The Cheetahs go to Barcelona to perform in a music festival.,s1265,Kenny Ortega,"Raven-Symoné , Adrienne Bailon, Sabrina Bryan, Kiely Williams, Belinda Peregrin, Lori Alter",United States,"Tuesday, November 12, 2019"
Movie,The Cheetah Girls: One World,2008,TV-G,85 min,"Comedy, Coming of Age, Music",The Cheetah Girls are off to India to land a spot in a Bollywood musical.,s1266,Paul Hoen,"Adrienne Bailon, Sabrina Bryan, Kiely Williams, Roshan Seth, Michael Steger, Kunal Sharma",United States,"Tuesday, November 12, 2019"
Movie,The Even Stevens Movie,2003,TV-G,94 min,"Action-Adventure, Comedy",An all-expenses-paid vacation ends up costing the Stevens their sanity.,s1274,Sean McNamara,"Shia LaBeouf, Christy Romano, Tom Virtue, Nick Spano, Steven Lawrence, A.J. Trauth",United States,"Tuesday, November 12, 2019"
Movie,The Legend of Mor'du,2012,TV-G,8 min,"Animation, Family, Fantasy",A prince seeks control of a kingdom from his brothers through magic.,s1295,Brian Larsen,"Julie Walters, Steve Purcell, Callum O'Neill",United States,"Tuesday, November 12, 2019"
Movie,The Pied Piper,1933,TV-G,8 min,"Animation, Family, Musical",The Pied Piper lures the children out of town. See details for advisory.,s1318,Wilfred Jackson,,United States,"Tuesday, November 12, 2019"
Movie,The Poof Point,2001,TV-G,80 min,"Comedy, Coming of Age, Science Fiction",Eddie and Marie’s parents invent a machine that makes them younger.,s1320,Neal Israel,"Tahj Mowry, Dawnn Lewis, Raquel Lee, Mark Curry, Bruce Newbold, Jan Felt",United States,"Tuesday, November 12, 2019"
Movie,The Suite Life Movie,2011,TV-G,81 min,"Comedy, Coming of Age",Zack and Cody become truly connected after joining a twin research study.,s1343,Sean McNamara,"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Matthew Timmons, John Ducey",United States,"Tuesday, November 12, 2019"
Movie,The Swap,2016,TV-G,91 min,"Comedy, Coming of Age, Fantasy",Classmates Ellie and Jack unexplainably trigger a real-life body swap.,s1346,Jay Karas,"Peyton List, Jacob Bertrand, Darrin Rose, Claire Rankin, Callan Potter, Jesse Bostick",United States,"Tuesday, November 12, 2019"
Movie,The Thirteenth Year,1999,TV-G,89 min,"Coming of Age, Fantasy",Cody learns he can communicate with fish as he nears his 13th birthday.,s1347,Duwayne Dunham,"Chez Starbuck, Dave Coulier, Lisa Sullivan, Justin Ross, Courtnee Draper, Tim Redwine",United States,"Tuesday, November 12, 2019"
Movie,The Tortoise and the Hare,1935,TV-G,9 min,"Animation, Family, Sports","Hare stops to show off, and the slower Tortoise wins the race. See details for advisory.",s1351,Wilfred Jackson,,United States,"Tuesday, November 12, 2019"
Movie,The Ugly Dachshund,1966,TV-G,93 min,"Animals & Nature, Comedy, Family",The Garrisons live with a Great Dane who thinks he's a dainty dachshund. See details for advisory.,s1352,Norman Tokar,"Dean Jones, Suzanne Pleshette, Charlie Ruggles, Kelly Thordsen, Parley Baer, Robert Kino",United States,"Tuesday, November 12, 2019"
Movie,The Wise Little Hen,1934,TV-G,8 min,"Animation, Family, Kids",Donald Duck learns that you must work for a harvest. See details for advisory.,s1357,Wilfred Jackson,"Clarence Nash, Florence Gill",United States,"Tuesday, November 12, 2019"
Movie,The Wizards Return: Alex vs. Alex,2013,TV-G,59 min,"Comedy, Coming of Age, Fantasy",Alex creates a good and evil version of herself.,s1358,Victor Gonzalez,"Selena Gomez, Jake T. Austin, Jennifer Stone, Gregg Sulkin, Beau Mirchoff, Maria Canals-Barrera",United States,"Tuesday, November 12, 2019"
Movie,Three Days,2001,TV-G,93 min,"Drama, Fantasy",An angel lets a man relive the days before his wife's death.,s1362,Michael Switzer,,United States,"Tuesday, November 12, 2019"
Movie,Tin Toy,1988,TV-G,5 min,"Animation, Family, Kids","A scared, Tin Toy realizes he really wants to play.",s1371,John Lasseter,"Tinny , Billy",United States,"Tuesday, November 12, 2019"
Movie,Twas the Night,2001,TV-G,87 min,"Comedy, Crime, Fantasy",Danny and his con-artist uncle take over when Santa Claus is knocked out.,s1394,Nick Castle,"Bryan Cranston, Josh Zuckerman, Jefferson Mappin, Brenda Grate, Rhys Williams, Barclay Hope",United States,"Tuesday, November 12, 2019"
Movie,Wizards of Waverly Place: The Movie,2009,TV-G,94 min,"Action-Adventure, Comedy, Coming of Age",A vacation turns into a spell-soaked adventure for the family of wizards.,s1414,Lev L. Spiro,"Selena Gomez, David Henrie, Jake T. Austin, Jennifer Stone, Maria Canals-Barrera, David DeLuise",United States,"Tuesday, November 12, 2019"
Movie,You Lucky Dog,1998,TV-G,88 min,"Comedy, Fantasy",Jack Morgan discovers a psychic connection between himself and a dog.,s1421,Paul Schneider,"Kirk Cameron, Chelsea Noble, John de Lancie, Christine Healy, Granville Van Dusen, Christine Cavanaugh",United States,"Tuesday, November 12, 2019"
Movie,Z-O-M-B-I-E-S,2018,TV-G,97 min,"Coming of Age, Musical, Science Fiction",A traditional high school must accept students from Zombietown.,s1424,Paul Hoen,"Milo Manheim, Meg Donnelly, Trevor Tordjman, Kylee Russell, Carla Jeffery, Kingston Foster",United States,"Tuesday, November 12, 2019"
Movie,Zenon: Girl of the 21st Century,1999,TV-G,97 min,"Comedy, Coming of Age, Science Fiction",Zenon must thwart a villain's plot after she's grounded and sent to Earth.,s1426,Kenneth Johnson,"Kirsten Storms, Raven-Symoné , Stuart Pankin, Holly Fulger, Frederick Coffin, Bob Bancroft",United States,"Tuesday, November 12, 2019"
Movie,Zenon: Z3,2004,TV-G,81 min,"Comedy, Coming of Age, Science Fiction",It's up to Zenon and her friends when moon goddess Selena threatens Earth.,s1428,Steve Rash,"Kirsten Storms, Lauren Maltby, Alyson Morgan, Stuart Pankin, Holly Fulger, Ben Easter",United States,"Tuesday, November 12, 2019"
Movie,101 Dalmatians,1961,G,81 min,"Action-Adventure, Animation, Family",Cruella De Vil dognaps all of the Dalmatian puppies in London.,s709,"Wolfgang Reitherman, Hamilton Luske, Clyde Geronimi","Rod Taylor, J. Pat O'Malley, Betty Gerson, Cate Bauer, Ben Wright, Fred Worlock",United States,"Tuesday, November 12, 2019"
Movie,101 Dalmatians II: Patch's London Adventure,2003,G,77 min,"Action-Adventure, Animation",Pongo and Perdita's pup Patch gets the chance to meet his TV hero.,s710,"Jim Kammerud, Brian Smith","Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood, Susanne Blakeslee, Samuel West",United States,"Tuesday, November 12, 2019"
Movie,"20,000 Leagues Under the Sea",1954,G,127 min,"Action-Adventure, Family, Science Fiction",Climb aboard the Nautilus and into an undersea world of adventure! See details for advisory.,s713,Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre, Robert Wilke, Ted de Corsia",United States,"Tuesday, November 12, 2019"
Movie,Aladdin (1992),1992,G,94 min,"Action-Adventure, Animation, Family","Aladdin, Princess Jasmine and Genie join forces to stop evil Jafar.",s719,"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman, Frank Welker, Gilbert Gottfried",United States,"Tuesday, November 12, 2019"
Movie,Aladdin and the King of Thieves,1996,G,86 min,"Action-Adventure, Animation, Family",Aladdin and Jasmine plan their wedding…but will the Forty Thieves ruin it?,s720,Tad Stones,"Val Bettin, Jim Cummings, Gilbert Gottfried, Linda Larkin, Jerry Orbach, John Rhys-Davies",United States,"Tuesday, November 12, 2019"
Movie,Aladdin: The Return of Jafar,1994,G,71 min,"Action-Adventure, Animation, Family",Aladdin and his friends defend Agrabah from Jafar's malice.,s721,"Toby Shelton, Tad Stones, Alan Zaslove","Jason Alexander, Jeff Bennett, Val Bettin, Liz Callaway, Dan Castellaneta, Jim Cummings",United States,"Tuesday, November 12, 2019"
Movie,Alice in Wonderland,1951,G,79 min,"Action-Adventure, Animation, Family",Join Alice as she chases the White Rabbit into a topsy-turvy world.,s722,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson","Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna, Verna Felton, Pat O'Malley",United States,"Tuesday, November 12, 2019"
Movie,Aliens of the Deep,2005,G,100 min,"Action-Adventure, Animals & Nature, Documentary",James Cameron teams up with NASA scientists to explore undersea life.,s723,"James Cameron, Steven Quale","Dr. Anatoly Sagalevitch, Genya Chernaiev, Victor Nischeta, Dr. Pamela Conrad, Dr. Arthur Lane, Dr. Jim Childress",United States,"Tuesday, November 12, 2019"
Movie,Amy,1981,G,100 min,"Drama, Family",A young woman takes a job as a teacher in a backwoods school for the deaf.,s727,Vincent McEveety,"Jenny Agutter, Barry Newman, Kathleen Nolan, Chris Robinson, Lou Fant, Margaret O'Brien",United States,"Tuesday, November 12, 2019"
Movie,Atlantis: Milo's Return,2003,G,83 min,"Action-Adventure, Animation, Family",Explorers emerge from below the sea to solve threatening mysteries above.,s733,"Tad Stones, Toby Shelton, Victor Cook","James Taylor, Cree Summer, John Mahoney, Jacqueline Obradors, Don Novello, Corey Burton",United States,"Tuesday, November 12, 2019"
Movie,Bambi,1942,G,72 min,"Animation, Drama, Family",Bambi sets off with his best friends to explore the wonders of the woods.,s739,David Hand,,United States,"Tuesday, November 12, 2019"
Movie,Bambi II,2006,G,75 min,"Animation, Drama, Kids","Bambi reunites with his father, The Great Prince.",s740,Brian Pimental,"Patrick Stewart, Alexander Gould, Keith Ferguson, Brendon Baerg, Nicky Jones, Andrea Bowen",United States,"Tuesday, November 12, 2019"
Movie,Beauty and the Beast: Belle's Magical World,1998,G,71 min,"Animation, Anthology, Fantasy","In three short stories, see Belle make a gloomy castle fit for a princess.",s744,Bob Kline,"Robby Benson, Paige O'Hara, David Stiers, Jerry Orbach, Jeff Bennett, Jim Cummings",United States,"Tuesday, November 12, 2019"
Movie,Benji the Hunted,1987,G,89 min,"Action-Adventure, Animals & Nature, Family",Benji must navigate the wilderness while caring for orphaned cougar cubs.,s748,Joe Camp,"Red Steagall, Frank Inn, Nancy Francis, Mike Francis, Joe Camp, Steve Zanolini",United States,"Tuesday, November 12, 2019"
Movie,Boundin',2004,G,6 min,"Animation, Family, Kids",The musical story of a dancing sheep.,s759,Bud Luckey,Bud Luckey,United States,"Tuesday, November 12, 2019"
Movie,Brother Bear,2003,G,90 min,"Action-Adventure, Animation, Family",A boy transformed into a bear makes an epic journey to become human again.,s765,"Aaron Blaise, Robert Walker","Joaquin Phoenix, Jeremy Suarez, Jason Raize, Rick Moranis, Dave Thomas, D.B. Sweeney",United States,"Tuesday, November 12, 2019"
Movie,Brother Bear 2,2006,G,78 min,"Action-Adventure, Animation, Family",Bear Kenai is haunted by dreams of his previous life as a human child.,s766,Benjamin Gluck,"Patrick Dempsey, Mandy Moore, Jeremy Suarez, Rick Moranis, Dave Thomas, Andrea Martin",United States,"Tuesday, November 12, 2019"
Movie,Cheetah,1989,G,84 min,"Action-Adventure, Animals & Nature, Family",American teens traverse the African desert to rescue their adopted cheetah.,s788,Jeff Blyth,"Keith Coogan, Lucy Deakins, Timothy Landfield, Breon Gorman, Collin Mothupi, Ka Vundla",United States,"Tuesday, November 12, 2019"
Movie,Chicken Little,2005,G,84 min,"Animation, Comedy, Disaster","When disaster strikes, Chicken Little hatches a plan to save the day.",s790,Mark Dindal,"Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart, Amy Sedaris, Steve Zahn",United States,"Tuesday, November 12, 2019"
Movie,Cinderella,1950,G,77 min,"Animation, Family, Fantasy",Cinderella's enchanted evening must end when a spell is broken at midnight.,s793,"Wilfred Jackson, Hamilton Luske, Clyde Geronimi","Ilene Woods, Eleanor Audley, Verna Felton, Rhoda Williams, James MacDonald, Luis Van Rooten",United States,"Tuesday, November 12, 2019"
Movie,Cinderella II: Dreams Come True,2002,G,77 min,"Animation, Fantasy, Kids","Three royal tales, featuring Cinderella and her life in the palace.",s794,John Kafka,"Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka, Russi Taylor, Susanne Blakeslee",United States,"Tuesday, November 12, 2019"
Movie,Cinderella III: A Twist in Time,2007,G,79 min,"Animation, Fantasy, Kids",Cinderella's stepmother steals a magic wand and turns back time.,s795,Frank Nissen,"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka",United States,"Tuesday, November 12, 2019"
Movie,College Road Trip,2008,G,84 min,"Comedy, Coming of Age, Family",An overprotective dad joins his daughter in search of the perfect college.,s798,Roger Kumble,"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper",United States,"Tuesday, November 12, 2019"
Movie,Darby O'Gill and the Little People,1959,G,91 min,"Family, Fantasy, Romance","Seeking a pot of gold, Darby O'Gill must match wits with a leprechaun. See details for advisory.",s805,Robert Stevenson,"Albert Sharpe, Janet Munro, Sean Connery, Jimmy O'Dea, Kieron Moore, Estelle Winwood",United States,"Tuesday, November 12, 2019"
Movie,Davy Crockett and the River Pirates,1956,G,81 min,"Action-Adventure, Family, Historical",Davy Crockett encounters pirates en route to New Orleans. See details for advisory.,s807,Norman Foster,"Fess Parker, Buddy Ebsen, Jeff York, Kenneth Tobey, Clem Bevans, Irvin Ashkenazy",United States,"Tuesday, November 12, 2019"
Movie,Disneynature African Cats,2011,G,90 min,"Animals & Nature, Documentary, Family",Come face-to-face with the wildly majestic African lions of the savanna.,s855,Keith Scholey,Samuel Jackson,United States,"Tuesday, November 12, 2019"
Movie,Disneynature Bears,2014,G,78 min,"Animals & Nature, Documentary, Family",A mother bear teaches her two impressionable cubs important life lessons.,s856,"Alastair Fothergill, Keith Scholey",John Reilly,United States,"Tuesday, November 12, 2019"
Movie,Disneynature Monkey Kingdom,2015,G,82 min,"Animals & Nature, Documentary, Family","Forced from their home among ancient ruins, a mother monkey must lead her son to safety.",s860,Mark Linfield,Tina Fey,United States,"Tuesday, November 12, 2019"
Movie,Escape to Witch Mountain,1975,G,98 min,"Action-Adventure, Family, Fantasy",Two orphans with supernatural powers discover their mysterious past.,s881,John Hough,"Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards, Ike Eisenmann, Walter Barnes",United States,"Tuesday, November 12, 2019"
Movie,Fantasia,1940,G,126 min,"Animation, Family, Fantasy",Walt Disney's timeless masterpiece is an extravaganza of sight and sound. See details for advisory.,s884,"Samuel Armstrong, James Algar, Bill Roberts","Deems Taylor, Walt Disney, Leopold Stokowski",United States,"Tuesday, November 12, 2019"
Movie,Fantasia 2000,2000,G,76 min,"Animation, Family, Fantasy",A modern update of the Disney classic with new music and animation.,s885,"Pixote Hunt, Hendel Butoy, Eric Goldberg","Steve Martin, Itzhak Perlman, Quincy Jones, Bette Midler, James Jones, Penn Teller",United States,"Tuesday, November 12, 2019"
Movie,Fun and Fancy Free,1947,G,74 min,"Action-Adventure, Animation, Comedy","Two classic featurettes starring Mickey, Donald, Goofy and Jiminy Cricket.",s906,"Jack Kinney, W. Roberts, Hamilton Luske","Edgar Bergen, Dinah Shore, Luana Patten, Clarence Nash, Mickey Mouse, Cliff Edwards",United States,"Tuesday, November 12, 2019"
Movie,Geri's Game,1997,G,5 min,"Animation, Family, Kids",Geri plays a daylong game of chess against himself.,s912,Jan Pinkava,Bob Peterson,United States,"Tuesday, November 12, 2019"
Movie,Gus,1976,G,97 min,"Animals & Nature, Comedy, Family",A football team welcomes their newest member... a placekicking mule.,s926,Vincent McEveety,"Edward Asner, Don Knotts, Gary Grimes, Tim Conway, Liberty Williams, Dick Van Patten",United States,"Tuesday, November 12, 2019"
Movie,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008,G,83 min,"Concert Film, Documentary, Music",A look at Miley Cyrus's sold-out concerts and her life on tour.,s932,Bruce Hendricks,"Miley Cyrus, Joe Jonas, Kevin Jonas, Nick Jonas, Kenny Ortega, Billy Cyrus",United States,"Tuesday, November 12, 2019"
Movie,Hannah Montana The Movie,2009,G,105 min,"Comedy, Coming of Age, Drama",Miley adapts to life back in Tennessee after getting too caught up in the celebrity lifestyle.,s933,Peter Chelsom,"Miley Cyrus, Emily Osment, Margo Martindale, Jason Earles, Peter Gunn, Melora Hardin",United States,"Tuesday, November 12, 2019"
Movie,Herbie Goes Bananas,1980,G,93 min,"Action-Adventure, Comedy, Family",A stowaway derails Herbie's trip from Puerto Vallarta to Brazil for an auto race.,s937,Vincent McEveety,"Cloris Leachman, Charles Smith, John Vernon, Stephen Burns, Elyssa Davalos, Joaquin Garay  III",United States,"Tuesday, November 12, 2019"
Movie,Herbie Goes to Monte Carlo,1977,G,105 min,"Action-Adventure, Comedy, Family",Herbie tries to lose jewel thieves and find love during a road race from Paris to Monte Carlo.,s938,Vincent McEveety,"Dean Jones, Don Knotts, Julie Sommars, Jacques Marin, Roy Kinnear, Bernard Fox",United States,"Tuesday, November 12, 2019"
Movie,Herbie Rides Again,1974,G,89 min,"Comedy, Family, Romantic Comedy",Herbie comes to the rescue when a greedy real estate tycoon is after an elderly widow's home.,s939,Robert Stevenson,"Helen Hayes, Ken Berry, Stefanie Powers, John McIntire, Keenan Wynn, Huntz Hall",United States,"Tuesday, November 12, 2019"
Movie,High School Musical 3: Senior Year,2008,G,121 min,"Coming of Age, Family, Musical","Troy, Gabriella and the rest of the East High kids take on senior year.",s943,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",United States,"Tuesday, November 12, 2019"
Movie,Inspector Gadget 2,2003,G,90 min,"Action-Adventure, Comedy, Family","While Inspector Gadget is on probation, Claw breaks out of jail, and the Mayor unveils a new gadget.",s964,Alex Zamm,"French Stewart, Elaine Hendrix, Caitlin Wachs, Tony Martin, John Batchelor, Mark Mitchell",United States,"Tuesday, November 12, 2019"
Movie,Jonas Brothers: The Concert Experience,2009,G,89 min,"Concert Film, Documentary, Music",An exclusive backstage pass into the world of the Jonas Brothers.,s980,Bruce Hendricks,"Kevin Jonas, Joe Jonas, Nick Jonas, Demi Lovato, Taylor Swift, ""Big Feggans",United States,"Tuesday, November 12, 2019"
Movie,Journey to the Center of the Earth,1959,G,130 min,"Action-Adventure, Family, Science Fiction",A professor and his colleague engage in a race to see who will reach the center of the Earth first.,s982,Henry Levin,"Pat Boone, James Mason, Arlene Dahl, Diane Baker, Thayer David, Peter Ronson",United States,"Tuesday, November 12, 2019"
Movie,Kronk's New Groove,2005,G,78 min,"Animation, Comedy, Coming of Age",Kronk cooks up a get-rich-quick scheme to impress his Dad.,s996,"Elliot Bour, Saul Blinkoff","Patrick Warburton, Tracey Ullman, Eartha Kitt, David Spade, John Goodman, Wendie Malick",United States,"Tuesday, November 12, 2019"
Movie,La Luna,2012,G,7 min,"Animation, Coming of Age, Family",A peculiar story about a young boy coming of age.,s997,Enrico Casarosa,"Tony Fucile, Krista Sheffler, Phil Sheridan",United States,"Tuesday, November 12, 2019"
Movie,Lava,2015,G,9 min,"Animation, Family, Musical",A love story that takes place over millions of years.,s1000,James Murphy,"Kuana Kahele, Napua Greig",United States,"Tuesday, November 12, 2019"
Movie,Leroy & Stitch,2006,G,76 min,"Action-Adventure, Animation, Comedy","Dr. Hamsterviel forces Jumba to create Leroy, the evil twin of Stitch.",s1015,"Roberts Gannaway, Tony Craig","Daveigh Chase, Chris Sanders, David Stiers, Kevin McDonald, Tia Carrere, Kevin Michael Richardson",United States,"Tuesday, November 12, 2019"
Movie,Lou,2017,G,7 min,"Action-Adventure, Animation, Comedy",A toy-stealing bully meets his match in a Lost & Found box.,s1026,Dave Mullins,,United States,"Tuesday, November 12, 2019"
Movie,Mary Poppins,1964,G,142 min,"Family, Fantasy, Musical",A magical nanny reconnects a father and mother with their two children.,s1065,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Karen Dotrice",United States,"Tuesday, November 12, 2019"
Movie,Meet the Robinsons,2007,G,97 min,"Action-Adventure, Animation, Family",A young inventor uses time travel to find the family he never knew.,s1068,Stephen Anderson,"Angela Bassett, Daniel Hansen, Jordan Fry, Matthew Josten, John Ford, Dara McGarry",United States,"Tuesday, November 12, 2019"
Movie,"Mickey, Donald, Goofy: The Three Musketeers",2004,G,71 min,"Action-Adventure, Animation, Family",An animated version of the classic tale starring three Disney favorites.,s1073,Donovan Cook,"Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor, Tress MacNeille, Jim Cummings",United States,"Tuesday, November 12, 2019"
